price, origin,condition,carType,km,carColor,interiorColor,carDoor,carSeat,gear,wheelDrive,carMaker,yearsManufacturing,capacity,carEngine
556.0,Lắp ráp trong nước,Xe đã dùng,Sedan,9999,Đỏ,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2021,1.4,Xăng
780.0,Lắp ráp trong nước,Xe đã dùng,Crossover,60000,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2018,2.0,Xăng
765.0,Lắp ráp trong nước,Xe đã dùng,SUV,55000,Đen,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Hyundai,2016,2.4,Xăng
426.0,Lắp ráp trong nước,Xe đã dùng,Sedan,70000,Cát,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2017,1.5,Xăng
1139.0,Lắp ráp trong nước,Xe đã dùng,Sedan,50000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.0,Xăng
1650.0,Lắp ráp trong nước,Xe đã dùng,Sedan,1300,Đỏ,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2021,2.0,Xăng
490.0,Lắp ráp trong nước,Xe đã dùng,Sedan,30000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2020,1.5,Xăng
1899.0,Nhập khẩu,Xe mới,Coupe,0,Xanh,Đen,2,2.0,Số tự động,"RFD,Dẫn động cầu sau",Subaru,2022,2.4,Xăng
610.0,Lắp ráp trong nước,Xe đã dùng,Sedan,2800,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2021,1.5,Xăng
230.0,Nhập khẩu,Xe đã dùng,Hatchback,90000,Bạc,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2010,1.0,Xăng
988.0,Lắp ráp trong nước,Xe đã dùng,SUV,19000,Đỏ,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2020,2.5,Xăng
539.0,Lắp ráp trong nước,Xe đã dùng,SUV,80000,Xám,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2013,2.0,Xăng
950.0,Lắp ráp trong nước,Xe đã dùng,SUV,50000,Đen,Ghi,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Hyundai,2018,2.2,Dầu
698.0,Nhập khẩu,Xe đã dùng,Crossover,60000,Đen,Ghi,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2016,2.0,Xăng
390.0,Lắp ráp trong nước,Xe đã dùng,Sedan,72000,Cát,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2007,2.4,Xăng
343.0,Lắp ráp trong nước,Xe đã dùng,Crossover,96000,Ghi,Kem,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2014,2.0,Xăng
4190.0,Nhập khẩu,Xe mới,SUV,0,Xanh,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2022,3.5,Xăng
1568.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Đỏ,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2020,2.0,Xăng
1151.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Đen,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2022,2.0,Dầu
175.0,Lắp ráp trong nước,Xe đã dùng,SUV,160000,Bạc,Đen,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Suzuki,2008,1.6,Xăng
485.0,Lắp ráp trong nước,Xe đã dùng,Sedan,46000,Cát,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2018,1.5,Xăng
899.0,Nhập khẩu,Xe mới,SUV,0,Xám,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Subaru,2022,2.0,Xăng
1790.0,Lắp ráp trong nước,Xe đã dùng,Sedan,17000,Trắng,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2020,2.0,Xăng
328.0,Lắp ráp trong nước,Xe đã dùng,Hatchback,70000,Đỏ,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2017,1.25,Xăng
1230.0,Nhập khẩu,Xe đã dùng,SUV,100000,Xanh,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2010,3.5,Xăng
628.0,Lắp ráp trong nước,Xe đã dùng,Sedan,30000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2020,1.6,Xăng
968.0,Lắp ráp trong nước,Xe đã dùng,Sedan,30000,Đen,Nâu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2019,2.5,Xăng
5388.0,Nhập khẩu,Xe đã dùng,SUV,2600,Trắng,Đỏ,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Porsche,2021,3.0,Xăng
686.0,Lắp ráp trong nước,Xe đã dùng,Sedan,39000,Ghi,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2014,2.5,Xăng
786.0,Lắp ráp trong nước,Xe đã dùng,Hatchback,15239,Đỏ,Đỏ,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2020,2.0,Xăng
2019.0,Lắp ráp trong nước,Xe đã dùng,SUV,11000,Trắng,Ghi,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2020,2.0,Xăng
560.0,Lắp ráp trong nước,Xe đã dùng,Sedan,69000,Nâu,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2015,1.8,Xăng
470.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,100000,Bạc,Ghi,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mitsubishi,2016,2.5,Dầu
580.0,Nhập khẩu,Xe đã dùng,Crossover,71000,Đen,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Toyota,2009,2.7,Xăng
830.0,Nhập khẩu,Xe đã dùng,Van/Minivan,390000,Bạc,Xám,4,15.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2019,3.0,Dầu
685.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,0,Ghi,Nhiều màu,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2015,3.2,Dầu
580.0,Nhập khẩu,Xe đã dùng,Hatchback,65432,Xanh,Nâu,5,4.0,Số tự động,"FWD,Dẫn động cầu trước",Audi,2011,1.4,Xăng
1160.0,Lắp ráp trong nước,Xe đã dùng,Sedan,40000,Trắng,Màu khác,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.0,Xăng
815.0,Nhập khẩu,Xe đã dùng,SUV,0,Trắng,Nâu,5,8.0,Số tự động,"RFD,Dẫn động cầu sau",Toyota,2017,2.7,Xăng
1460.0,Lắp ráp trong nước,Xe đã dùng,SUV,700,Đen,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Hyundai,2022,2.5,Xăng
680.0,Lắp ráp trong nước,Xe đã dùng,Crossover,42000,Đồng,Nâu,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2019,2.0,Xăng
385.0,Lắp ráp trong nước,Xe đã dùng,Sedan,68000,Xanh,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Peugeot,2014,2.0,Xăng
1198.0,Lắp ráp trong nước,Xe đã dùng,SUV,3000,Đen,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Peugeot,2021,1.6,Xăng
1185.0,Nhập khẩu,Xe mới,Sedan,0,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,2.0,Xăng
986.0,Nhập khẩu,Xe đã dùng,Sedan,0,Cát,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2013,2.5,Xăng
465.0,Lắp ráp trong nước,Xe đã dùng,Sedan,32579,Trắng,Nhiều màu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2018,1.5,Xăng
1450.0,Lắp ráp trong nước,Xe đã dùng,SUV,40000,Trắng,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2017,2.0,Xăng
470.0,Lắp ráp trong nước,Xe đã dùng,Sedan,50000,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2018,1.5,Xăng
485.0,Lắp ráp trong nước,Xe đã dùng,Sedan,51000,Nâu,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2018,1.5,Xăng
435.0,Lắp ráp trong nước,Xe đã dùng,Sedan,78000,Vàng,Vàng,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2017,1.5,Xăng
230.0,Lắp ráp trong nước,Xe đã dùng,Crossover,90000,Đen,Kem,5,7.0,Số tay,"FWD,Dẫn động cầu trước",Kia,2013,2.0,Xăng
225.0,Nhập khẩu,Xe đã dùng,Van/Minivan,10000,Bạc,Kem,5,2.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2013,1.0,Xăng
245.0,Nhập khẩu,Xe đã dùng,Sedan,100000,Xám,Nhiều màu,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Hyundai,2012,1.4,Xăng
400.0,Lắp ráp trong nước,Xe đã dùng,Van/Minivan,200,Xanh,Xám,1,29.0,Số tay,"RFD,Dẫn động cầu sau",Isuzu,2013,2.0,Dầu
531.0,Lắp ráp trong nước,Xe mới,Sedan,0,Nâu,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,1.5,Xăng
598.0,Lắp ráp trong nước,Xe đã dùng,SUV,3800,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Ford,2020,1.5,Xăng
355.0,Nhập khẩu,Xe đã dùng,Hatchback,40589,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2017,1.25,Xăng
450.0,Nhập khẩu,Xe đã dùng,Sedan,30000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mitsubishi,2020,1.2,Xăng
2600.0,Nhập khẩu,Xe đã dùng,SUV,45000,Trắng,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2017,2.0,Xăng
945.0,Nhập khẩu,Xe đã dùng,SUV,11000,Bạc,Đen,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2018,2.4,Dầu
359.0,Lắp ráp trong nước,Xe đã dùng,SUV,95000,Trắng,Đen,5,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2009,2.3,Xăng
378.0,Nhập khẩu,Xe đã dùng,Sedan,0,Nâu,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2015,1.4,Xăng
345.0,Nhập khẩu,Xe đã dùng,Hatchback,30000,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2019,1.2,Xăng
179.0,Lắp ráp trong nước,Xe đã dùng,Sedan,150000,Bạc,Kem,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Toyota,2010,1.5,Xăng
390.0,Nhập khẩu,Xe đã dùng,SUV,11000,Đen,Kem,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Hyundai,2008,2.2,Dầu
1030.0,Nhập khẩu,Xe đã dùng,SUV,35000,Đen,Kem,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2020,1.5,Xăng
487.0,Lắp ráp trong nước,Xe đã dùng,Sedan,42000,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2019,1.5,Xăng
1775.0,Nhập khẩu,Xe đã dùng,Crossover,27000,Đen,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2018,6.0,Xăng
3750.0,Nhập khẩu,Xe đã dùng,Coupe,31666,Trắng,Vàng,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2019,3.0,Xăng
790.0,Lắp ráp trong nước,Xe đã dùng,Sedan,13000,Xanh,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",VinFast,2020,2.0,Xăng
125.0,Nhập khẩu,Xe đã dùng,Sedan,0,Đỏ,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2009,2.0,Xăng
799.0,Lắp ráp trong nước,Xe đã dùng,Crossover,40000,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2018,2.0,Xăng
950.0,Lắp ráp trong nước,Xe đã dùng,Crossover,12000,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2020,2.0,Dầu
285.0,Nhập khẩu,Xe đã dùng,Hatchback,78985,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2011,1.0,Xăng
415.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Bạc,Trắng,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Toyota,2019,1.5,Xăng
750.0,Nhập khẩu,Xe đã dùng,Sedan,28000,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2019,1.5,Xăng
755.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,40000,Trắng,Nhiều màu,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2019,2.2,Dầu
815.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Bạc,Màu khác,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Isuzu,2020,1.5,Dầu
1450.0,Nhập khẩu,Xe đã dùng,SUV,23000,Đỏ,Kem,5,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2018,1.5,Xăng
965.0,Nhập khẩu,Xe đã dùng,SUV,49000,Đen,Nâu,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2019,2.4,Dầu
1159.0,Nhập khẩu,Xe đã dùng,Sedan,30000,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2019,2.5,Xăng
610.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,71239,Bạc,Nhiều màu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2017,2.2,Dầu
864.0,Lắp ráp trong nước,Xe mới,SUV,0,Đen,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2022,2.0,Xăng
1216.0,Nhập khẩu,Xe đã dùng,Sedan,25000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2020,2.5,Xăng
2330.0,Lắp ráp trong nước,Xe đã dùng,SUV,14000,Đen,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2020,2.0,Xăng
678.0,Lắp ráp trong nước,Xe đã dùng,SUV,66000,Đen,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Nissan,2017,2.0,Xăng
890.0,Nhập khẩu,Xe đã dùng,SUV,98000,Đỏ,Nhiều màu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",LandRover,2011,2.0,Xăng
425.0,Lắp ráp trong nước,Xe đã dùng,Sedan,24000,Đỏ,Nhiều màu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2020,1.4,Xăng
538.0,Lắp ráp trong nước,Xe đã dùng,Hatchback,68000,Xanh,Xám,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2017,1.5,Xăng
666.0,Lắp ráp trong nước,Xe đã dùng,Sedan,5139,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2021,2.0,Xăng
145.0,Lắp ráp trong nước,Xe đã dùng,SUV,0,Xám,Nhiều màu,5,7.0,Số tay,"4WD,Dẫn động 4 bánh",Mitsubishi,2003,3.0,Xăng
725.0,Lắp ráp trong nước,Xe mới,Truck,0,Trắng,Đen,5,3.0,Số tay,"RFD,Dẫn động cầu sau",Isuzu,2022,2.2,Dầu
358.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,110000,Đen,Nhiều màu,4,5.0,Số tay,"4WD,Dẫn động 4 bánh",Nissan,2013,2.5,Dầu
1080.0,Lắp ráp trong nước,Xe đã dùng,SUV,0,Đen,Ghi,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",VinFast,2019,2.0,Xăng
940.0,Nhập khẩu,Xe đã dùng,SUV,0,Đỏ,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2020,1.5,Xăng
579.0,Nhập khẩu,Xe mới,Sedan,0,Bạc,Màu khác,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Nissan,2022,1.0,Xăng
225.0,Lắp ráp trong nước,Xe đã dùng,SUV,123000,Đen,Kem,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Ford,2007,2.6,Xăng
743.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Ghi,Xám,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mazda,2021,1.9,Dầu
4100.0,Nhập khẩu,Xe mới,SUV,0,Đen,Đen,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Toyota,2022,3.4,Xăng
238.0,Nhập khẩu,Xe đã dùng,Sedan,80000,Bạc,Kem,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Hyundai,2015,1.25,Xăng
420.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,87000,Đen,Đen,4,5.0,Số tay,"RFD,Dẫn động cầu sau",Ford,2015,2.2,Dầu
1144.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Subaru,2022,2.0,Xăng
999.0,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,Nâu,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.8,Xăng
755.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,35000,Trắng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Toyota,2020,2.4,Dầu
660.0,Lắp ráp trong nước,Xe đã dùng,Crossover,50000,Đen,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2019,1.6,Xăng
355.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2014,1.5,Xăng
128.0,Lắp ráp trong nước,Xe đã dùng,Van/Minivan,12000,Trắng,Xám,5,2.0,Số tay,"FWD,Dẫn động cầu trước",Chevrolet,2015,0.8,Xăng
615.0,Nhập khẩu,Xe đã dùng,Hatchback,11600,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2018,1.5,Xăng
860.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,50000,Trắng,Đen,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2019,2.0,Dầu
655.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Trắng,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2020,2.0,Xăng
7380.0,Nhập khẩu,Xe đã dùng,SUV,20000,Trắng,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",LandRover,2018,3.0,Xăng
645.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2019,1.5,Xăng
695.0,Lắp ráp trong nước,Xe đã dùng,SUV,71000,Xanh,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Nissan,2016,2.5,Xăng
290.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,0,Đen,Kem,4,5.0,Số tay,"4WD,Dẫn động 4 bánh",Ford,2009,2.5,Dầu
15799.0,Nhập khẩu,Xe đã dùng,SUV,37000,Đen,Đen,5,4.0,Số tự động,"AWD,4 bánh toàn thời gian",Bentley,2019,6.8,Xăng
1380.0,Nhập khẩu,Xe đã dùng,SUV,50000,Đen,Kem,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Ford,2017,2.3,Xăng
825.0,Lắp ráp trong nước,Xe đã dùng,SUV,21000,Xanh,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2021,2.0,Xăng
1225.0,Lắp ráp trong nước,Xe đã dùng,SUV,41000,Đen,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Hyundai,2020,2.2,Dầu
580.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Bạc,Màu khác,4,5.0,Số tay,"RFD,Dẫn động cầu sau",Isuzu,2019,1.9,Dầu
600.0,Lắp ráp trong nước,Xe đã dùng,Sedan,120000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2011,3.0,Xăng
319.0,Lắp ráp trong nước,Xe đã dùng,Hatchback,64000,Kem,Ghi,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2016,1.25,Xăng
495.0,Lắp ráp trong nước,Xe đã dùng,SUV,24000,Cam,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Ford,2017,1.5,Xăng
385.0,Lắp ráp trong nước,Xe đã dùng,Hatchback,20000,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",VinFast,2021,1.4,Xăng
130.0,Nhập khẩu,Xe đã dùng,SUV,0,Kem,Kem,5,5.0,Số tay,"4WD,Dẫn động 4 bánh",Toyota,1990,3.0,Xăng
690.0,Lắp ráp trong nước,Xe đã dùng,SUV,60000,Đen,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2015,2.4,Xăng
395.0,Nhập khẩu,Xe đã dùng,Sedan,45996,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2016,1.4,Xăng
348.0,Nhập khẩu,Xe đã dùng,Hatchback,44900,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2019,1.2,Xăng
285.0,Lắp ráp trong nước,Xe đã dùng,Sedan,120000,Đen,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2008,1.8,Xăng
1310.0,Nhập khẩu,Xe đã dùng,Sedan,11000,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2021,2.5,Xăng
7200.0,Nhập khẩu,Xe đã dùng,SUV,0,Xanh,Nhiều màu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2016,5.5,Xăng
570.0,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0,Trắng,Đen,4,5.0,Số tay,"4WD,Dẫn động 4 bánh",Ford,2022,2.2,Dầu
290.0,Nhập khẩu,Xe đã dùng,Sedan,51000,Đỏ,Kem,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Hyundai,2016,1.25,Xăng
325.0,Lắp ráp trong nước,Xe đã dùng,Sedan,75000,Xanh,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Ford,2014,1.5,Xăng
1160.0,Lắp ráp trong nước,Xe đã dùng,Sedan,45000,Trắng,Đỏ,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.0,Xăng
1770.0,Lắp ráp trong nước,Xe đã dùng,Sedan,25000,Đen,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2020,2.0,Xăng
535.0,Nhập khẩu,Xe đã dùng,Crossover,115000,Bạc,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2009,2.7,Xăng
1170.0,Nhập khẩu,Xe mới,Sedan,0,Đỏ,Nâu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,2.0,Xăng
925.0,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2022,2.0,Xăng
485.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,144635,Đồng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Nissan,2016,2.5,Dầu
899.0,Nhập khẩu,Xe mới,Crossover,0,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2022,2.0,Xăng
620.0,Lắp ráp trong nước,Xe đã dùng,Crossover,0,Trắng,Đen,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2019,2.0,Xăng
470.0,Lắp ráp trong nước,Xe đã dùng,Sedan,65000,Bạc,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2017,1.6,Xăng
1080.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Trắng,Ghi,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2015,2.0,Xăng
385.0,Lắp ráp trong nước,Xe đã dùng,Sedan,68000,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2013,1.6,Xăng
560.0,Lắp ráp trong nước,Xe đã dùng,Sedan,36000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2018,2.0,Xăng
930.0,Lắp ráp trong nước,Xe đã dùng,Sedan,63000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2015,2.0,Xăng
335.0,Lắp ráp trong nước,Xe đã dùng,Sedan,56000,Bạc,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2019,1.25,Xăng
480.0,Nhập khẩu,Xe đã dùng,Sedan,0,Đen,Ghi,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2007,3.0,Xăng
680.0,Lắp ráp trong nước,Xe đã dùng,Crossover,38000,Đồng,Đen,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2020,2.0,Xăng
1299.0,Lắp ráp trong nước,Xe đã dùng,SUV,55000,Trắng,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2016,2.0,Xăng
798.0,Lắp ráp trong nước,Xe đã dùng,SUV,50000,Xanh,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2018,2.5,Xăng
1740.0,Lắp ráp trong nước,Xe đã dùng,Sedan,36000,Trắng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2019,2.0,Xăng
235.0,Lắp ráp trong nước,Xe đã dùng,Hatchback,96000,Xanh,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Chevrolet,2015,1.0,Xăng
405.0,Lắp ráp trong nước,Xe đã dùng,Sedan,72000,Đen,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Nissan,2019,1.5,Xăng
705.0,Lắp ráp trong nước,Xe đã dùng,SUV,50000,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2017,2.5,Xăng
929.0,Lắp ráp trong nước,Xe mới,SUV,0,Xám,Màu khác,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2022,2.5,Xăng
1739.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Đen,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2020,2.0,Xăng
1280.0,Lắp ráp trong nước,Xe đã dùng,SUV,0,Đỏ,Màu khác,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",VinFast,2019,2.0,Xăng
585.0,Nhập khẩu,Xe đã dùng,SUV,139000,Đen,Kem,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2007,4.7,Xăng
