name,price,Odometer,Ground Clearance,,Electric Start,Type Approval,Fuel System,Throttle,Compression Ratio,Bed Capacity,Gears,"Seat Height, Laden",Protection Plan,Swingarm,"Weight, Maximum Capacity","Lean Angle, Right (deg.)",Turning Radius,Gear Ratios (overall) 6th,"Tires, Rear Specification",Induction,"Wheel Type, Optional Style",Vehicle Type,VIN,Gear Ratios (overall) 3rd,Shock Absorber,Rear braking system,Gear Ratios (overall) 2nd,Emissions,Front Suspension,Weight,Electrical,Dry Weight,Castor,"Reduction Ratio, Primary",Starter,Brake System Type,Seat Type,Trail,Oil Capacity (w/filter),Gearbox,Length,Height,Chassis,Overall Width,Gauges,"Rack capacity, front",Valve train,"Brake Disc Diameter, Rear",Year,Bed Box Dimensions (LxWxH),Drive/Driven Clutch,Carburetion,Acceleration,Rake/trail,Description,Motor Type,Front Wheel,"Gross Axle Weight Rating, Rear",Security Option,"Weight, In Running Order",Instrumentation,Fuel Injection,Rear Tires / Model,Fuel Economy: Combined City/Hwy,Drivetrain,Oil Filter,"Fuel Usage, 100% Load",Rear Wheel,Cylinders-Displacement (cc),Fuel Type,Spark Plug,Gear Ratios (overall) 5th,Engine Type,Warranty,"Maximum Torque, PTO",Oil capacity,Gear Ratios (overall) 4th,"Gross Axle Weight Rating, Front","Rack capacity, rear","Wheel Type, Front",Tail Light,Maximum Thrust,Stroke,Engine Torque,Engine Management,"Weight, As Shipped","Axle Capacity, Rear",Alternator,Stock Number,Fuel Capacity,Parking Brake,Cylinder Liners,Front Travel (in./cm.),Primary Drive,Fork,Rake (steering head) (deg),Transmission,"Range, City",Wheel Option,Steering,Turn Signal,California Emissions,Lighting,Air Cleaner,Final Drive,"Engine Torque, Maximum","Features, Optional",Raking Angle Degrees,Fuel Reserve,Motor Torque,Vivid Black,"Brake Disc Diameter, Front",Colors,Make,Front Wheel Travel,Rear Tire,Freight,Displacement,Curb Weight,Condition,Overall Height,Overall Vehicle Size (LxWxH),Note,Engine Power,Width,Family,"Reduction Ratio, Secondary",Model,Motor Power,Overall Width (in./cm.),Front Tire,"Steering Angle, Right",Overall Height (in./cm.),Gear Ratios (overall) 1st,Ignition,Engine,Transmission Fluid Volume,Lubrication,"Lean Angle, Left (deg.)",Duration,Rotor Diameter,Front Fork,Motor Controller,"Tires, Front Specification",Overall Length,Category,Rear Suspension,Chain Type,Unloaded Weight,Rear Shocks,Dimensions,Exhaust,Engine Torque (rpm),Engine Torque Testing Method,Operating Conditions,Oil Type,Front braking system,Luggage Capacity -Volume,Gear Shifter,Wheels,Maximum Power At Shaft,Cooling,Top Speed,Features,Two-Tone Option,Cooling System,Model Id,Wheelbase,Headlight Type,Payload Capacity,Rear Travel (in./cm.),Color,GVWR,Suspension,Luggage Capacity -Weight,Battery,"Tire Pressure, Rear",Clutch,"Rack capacity, total",Overall Length (in./cm.),"Steering Angle, Left","Tire Pressure, Front",Charging System,Bore,"Seat Height, Unladen",Cargo Capacity,Custom Color Option,Seat Height,Frame Type,Seating Capacity,Rear Wheel Travel,Front Tires / Model,Color Option,"Wheels Type, Rear","Brakes, Caliper Type",ABS Option,Drive System,Power System Type,Transmission/Final Drive,Engine Mount,Towing Capacity,Cruise Control Option,Color/Graphics
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHC - Heritage Classic,"$20,995 ",117,4.7 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.0:1,,,26.3 in.,,,,27.3,,2.79,"150/80B16,77H,BW",,,Motorcycle / Scooter,1HD1YAJ17MB043656,4.793,,,6.454,,,,,,,,,,,5.5 in.,5 qt.,,95.1 in.,,,,"5-inch analog speedometer with digital gear, odometer, fuel level, clock, trip, range and tachometer indication",,,,2021,,,,,,,,,,Standard,728 lb.,,,,47 mpg,,,,,,,,3.307,,,,,3.882,,,Chrome Steel Laced,,,4.374 in.,109 ft-lb,,697 lb.,,,U043656WF,5 gal.,,,,"Chain, 34/46 ratio",,30,,,,,,$200 ,"High beam, turn signals, neutral, low oil pressure, engine diagnostics, auxilary lighting, cruise, ABS, security, low battery voltage, low fuel",,,,,,,,"$18,999 ",,,Harley-Davidson®,,,$390 ,107 cu in,,Pre-owned,,,,,,Cruiser,,FLHC - Heritage Classic,,,,,,9.311,,Milwaukee-Eight® 107,,,28.5,,,,,"130/90B16,73H,BW",,Cruiser,,,,,,2-into-2 shorty dual; catalyst in muffler,3000,J1349,,,,1.5 cu ft,,,,,,,"$19,749 ",,,64.2 in.,,,,,,,,,,,,,,,,3.937 in.,,,,,,,,,"$19,399 ",Chrome Steel Laced,4-piston fixed front and 2-piston floating rear,Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHR - Road King®,"$21,995 ",2070,5.3 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.0:1,,,26.3 in.,,,,32,,2.875,BW 180/55B18 80H,,,Motorcycle / Scooter,1HD1FBC12MB633207,4.938,,,6.65,,,,,,,,,,,6.7 in.,5.2 qt.,,96.5 in.,,,,"Gauges styled to complement each vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,828 lb.,,,,45 mpg,,,,,,,,3.407,,,,,4,,,Slicer II Cast Aluminum,,,4.374 in.,111 ft-lb,,794 lb.,,,U633207-MKE,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"High beam, running lights, directional light bar, neutral, low oil pressure, engine diagnostics, turn signals, battery, security system, low fuel warning, cruise control, ABS, Gear/RPM display, miles to empty display",,,,,,,,"$19,499 ",,,Harley-Davidson®,,,$435 ,107 cu in,,Pre-owned,,,,,,Grand American Touring,,FLHR - Road King®,,,,,,9.593,,Milwaukee-Eight® 107,,,32,,,,,BW 130/70B18 63H,,Touring,,,,,,"Chrome, 2-1-2 dual exhaust with tapered mufflers",3250,J1349,,,,2.3 cu ft,,,,,,,"$20,299 ",,,64 in.,,,,,,,,,,,,,,,,3.937 in.,,,,,,,,,"$19,949 ",Slicer II Cast Aluminum,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHRXS - Road King® Special,"$25,995 ",1331,4.9 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.5:1,,,26.4 in.,,,,32,,2.875,180/55B18 80H,,,Motorcycle / Scooter,1HD1KVP12MB627642,4.938,,,6.65,,,,,,,,,,,6.9 in.,5.2 qt.,,95.3 in.,,,,"Gauges styled to complement each vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,807 lb.,,,,45 mpg,,,,,,,,3.407,,,,,4,,,Gloss Black Prodigy,,,4.5 in.,118 ft-lb,,774 lb.,,,U627642-MKE,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"High beam, running lights, directional light bar, neutral, low oil pressure, engine diagnostics, turn signals, battery, security system, low fuel warning, cruise control, ABS, Gear/RPM display, miles to empty display",,,,,,,,"$22,999 ",,,Harley-Davidson®,,,$435 ,114 cu in,,Pre-owned,,,,,,Grand American Touring,,FLHRXS - Road King® Special,,,,,,9.593,,Milwaukee-Eight® 114,,,31,,,,,130/60B19 61H,,Touring,,,,,,"Black, 2-1-2 dual exhaust with tapered mufflers",3250,J1349,,,,2.5 cu ft,,,,,,,,,,64 in.,,,,,,,,,,,,,,,,4.016 in.,,,"$23,999 ",,,,,,"$23,449 ",Gloss Black Prodigy,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHTK - Ultra Limited,"$30,450 ",3367,5.3 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.5:1,,,27.5 in.,,,,32,,2.875,BW 180/55B18 80H,,Gloss Black Slicer II,Motorcycle / Scooter,1HD1KEF19MB623587,4.938,,,6.65,,,,,,,,,,,6.7 in.,5 qt.,,102.3 in.,,,,"Gauges styled to complement each vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,917 lb.,,,,43 mpg,,,,,,,,3.407,,,,,4,,,Slicer II cast aluminum with clear coat,,,4.5 in.,122 ft-lb,,880 lb.,,,U623587WB,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"High beam, running lights, front fender running lights, directional lights, neutral, low oil pressure, engine diagnostics, accessory, speakers, turn signals, security system, gear indication, battery, low fuel warning, cruise control, ABS, fog/aux lamp indicator",,,,,,,,"$28,699 | w/Black Finish: $30,599",,,Harley-Davidson®,,,$435 ,"1,868 cc (114 cu in)",,Pre-owned,,,,,,Grand American Touring,,FLHTK - Ultra Limited,,,,,,9.593,,Twin-Cooled™ Milwaukee-Eight® 114,,,32,,,,,BW 130/70B18 63H,,Cruiser,,,,,,"Chrome, 2-1-2 dual exhaust with tapered mufflers",3000,J1349,,,,4.7 cu ft,,,,,,"Infotainment System : Boom!™ Box GTS | Type: Full Color TFT | Watts Per Channel: 25 | Speakers: 4 | Speaker Size: 5.25 inch standard | Headset Specification (If Equipped): 16-64 ohms | AM: Standard | FM: Standard | | Sd Card, Flash Drive And Mp3 - Via Usb Connection: Supported | Siriusxm Presets: 20 - P&A Upgrade | Hands-free Mobile Phone - Via Bluetooth Standard: Standard | Rider/Passenger Intercom : Standard Vehicle Information Screen (Air Temperature, Oil Pressure And Eitms): Standard | USB: USB/MT/iPod/iPhone | Bluetooth: Phone/Media Supported","$29,749 | w/Black Finish: $31,649",,,64 in.,,,,,,,,,,,,,,,,4.016 in.,,,"$29,999 ",,,,,,"$29,299 | w/Black Finish: $31,199",Slicer II cast aluminum with clear coat,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHTK - Ultra Limited,"$31,999 ",2225,5.3 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.5:1,,,27.5 in.,,,,32,,2.875,BW 180/55B18 80H,,Gloss Black Slicer II,Motorcycle / Scooter,1HD1KEF15MB607211,4.938,,,6.65,,,,,,,,,,,6.7 in.,5 qt.,,102.3 in.,,,,"Gauges styled to complement each vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,917 lb.,,,,43 mpg,,,,,,,,3.407,,,,,4,,,Slicer II cast aluminum with clear coat,,,4.5 in.,122 ft-lb,,880 lb.,,,U607211FR,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"High beam, running lights, front fender running lights, directional lights, neutral, low oil pressure, engine diagnostics, accessory, speakers, turn signals, security system, gear indication, battery, low fuel warning, cruise control, ABS, fog/aux lamp indicator",,,,,,,,"$28,699 | w/Black Finish: $30,599",,,Harley-Davidson®,,,$435 ,"1,868 cc (114 cu in)",,Pre-owned,,,,,,Grand American Touring,,FLHTK - Ultra Limited,,,,,,9.593,,Twin-Cooled™ Milwaukee-Eight® 114,,,32,,,,,BW 130/70B18 63H,,Cruiser,,,,,,"Chrome, 2-1-2 dual exhaust with tapered mufflers",3000,J1349,,,,4.7 cu ft,,,,,,"Infotainment System : Boom!™ Box GTS | Type: Full Color TFT | Watts Per Channel: 25 | Speakers: 4 | Speaker Size: 5.25 inch standard | Headset Specification (If Equipped): 16-64 ohms | AM: Standard | FM: Standard | | Sd Card, Flash Drive And Mp3 - Via Usb Connection: Supported | Siriusxm Presets: 20 - P&A Upgrade | Hands-free Mobile Phone - Via Bluetooth Standard: Standard | Rider/Passenger Intercom : Standard Vehicle Information Screen (Air Temperature, Oil Pressure And Eitms): Standard | USB: USB/MT/iPod/iPhone | Bluetooth: Phone/Media Supported","$29,749 | w/Black Finish: $31,649",,,64 in.,,,,,,,,,,,,,,,,4.016 in.,,,"$29,999 ",,,,,,"$29,299 | w/Black Finish: $31,199",Slicer II cast aluminum with clear coat,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHTKSE - CVO™ Limited,"$44,995 ",4002,4.9 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.2:1,,,27.7 in.,,,,34.3,,2.875,BW 180/55B18 80H,,Gloss Black and Contrast Smoked Satin Tomahawk,Motorcycle / Scooter,1HD1TEH1XMB956651,4.938,,,6.65,,,,,,,,,,,6.7 in.,5 qt,,102.4 in.,,,,"- Custom gauges styled to complement each CVO vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,944 lb.,,,,41 mpg,,,,,,,,3.407,,,,,4,,,Gloss Black and Contrast Chrome Tomahawk,,,4.5 in.,125 ft-lb,,906 ib.,,,U956651-MKE,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"Headlight, running lights, directional lights, neutral, low oil pressure, check engine, turn signals, security/fault indication,gear indication, neutral, low fuel warning, cruise control, ABS, Low Tire Pressure/TPMS indicator, Traction Control, Rain Mode, Vehicle Hold Control (VHC), fog/aux lamp indicator",,,,,,,,,,,Harley-Davidson®,,,$435 ,117 cu in.,,Pre-owned,,,,,,Grand American Touring,,FLHTKSE - CVO™ Limited,,,,,,9.593,,Twin-Cooled™ Milwaukee-Eight® 117,,,33.4,,,,,BW 130/60B19 61H,,Touring,,,,,,"Dual, with crossover",3500,J1349,,,,4.7 cu ft,,,,,,"Infotainment System: Boom!™ Box GTS | Type: Full Color TFT | Watts Per Channel: 75 | Speakers: 4 | Speaker Size: Boom! Audio Stage I | Headset Specifications (if Equipped): Boom! Audio 30K Wireless Headset | Am: Standard | Fm: Standard | Weather Band (Wb): Standard | Sd Card, Flash Drive and Mp3 - via Usb Connection: Supported | hands-free Mobile Phone - via Bluetooth: Standard | Vehicle Information Screen (Air Temperature, Oil Pressure and Eitms): Standard | Rider/passenger Intercom: Standard (Passenger Headset Sold Seperately) | Usb: Usb/mtp/ipod/iphone | Bluetooth Phone/media Supported",,,,64 in.,,,,,,,,,,,,,,,,4.075 in.,,,"$44,099 ",,,,,,,Gloss Black and Contrast Chrome Tomahawk,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHXS - Street Glide® Special,"$29,199 ",2884,4.9 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.5:1,,,26.1 in.,,,,32,,2.875,180/55B18 80H,,,Motorcycle / Scooter,1HD1KRP17MB638921,4.938,,,6.65,,,,,,,,,,,6.8 in.,5.2 qt.,,95.5 in.,,,,"Gauges styled to complement each vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,827 lb.,,,,45 mpg,,,,,,,,3.407,,,,,4,,,Gloss Black Prodigy,,,4.5 in.,118 ft-lb,,792 lb.,,,U638921FR,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"High beam, running lights, directional lights, low oil pressure, neutral, engine diagnostics, battery, cruise control, accessory, security system, gear indication, low fuel warning, ABS, miles to empty display, fog/aux lamp indicator",,,,,,,,"$27,099 | W/Black Finish: $27,999",,,Harley-Davidson®,,,$435 ,114 cu in,,Pre-owned,,,,,,Grand American Touring,,FLHXS - Street Glide® Special,,,,,,9.593,,Milwaukee-Eight® 114,,,31,,,,,130/60B19 61H,,Touring,,,,,,2-1-2 dual exhaust with tapered mufflers,3250,J1349,,,,2.5 cu ft,,,,,,"Infotainment System: Boom!™ Box GTS | Type: Full Color TFT | Watts Per Channel: 25 | Speakers: 2 | Speaker Size: 5.25 inch BOOM standard | Headset Specifications (if Equipped): 16-64 Ohms | Am: Standard | Fm: Standard | Weather Band (Wb): Standard | Sd Card, Flash Drive and Mp3 - via Usb Connection: Supported | Siriusxm Presets: 20 - P&a Upgrade | hands-free Mobile Phone - via Bluetooth: Standard | Vehicle Information Screen (Air Temperature, Oil Pressure and Eitms): Standard | Usb: Usb/mtp/ipod/iphone | Bluetooth: Phone/media Supported","$28,099 | W/Black Finish: $28,999",,,64 in.,,,,,,,,,,,,,,,,4.016 in.,,,"$28,299 | W/Black Finish: $29,199",,,,,,"$27,599 | W/Black Finish: $28,499",Gloss Black Prodigy,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHXS - Street Glide® Special,"$29,995 ",6004,4.9 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.5:1,,,26.1 in.,,,,32,,2.875,180/55B18 80H,,,Motorcycle / Scooter,1HD1KRP14MB620487,4.938,,,6.65,,,,,,,,,,,6.8 in.,5.2 qt.,,95.5 in.,,,,"Gauges styled to complement each vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,827 lb.,,,,45 mpg,,,,,,,,3.407,,,,,4,,,Gloss Black Prodigy,,,4.5 in.,118 ft-lb,,792 lb.,,,DNS U620487-MKE,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"High beam, running lights, directional lights, low oil pressure, neutral, engine diagnostics, battery, cruise control, accessory, security system, gear indication, low fuel warning, ABS, miles to empty display, fog/aux lamp indicator",,,,,,,,"$27,099 | W/Black Finish: $27,999",,,Harley-Davidson®,,,$435 ,114 cu in,,Pre-owned,,,,,,Grand American Touring,,FLHXS - Street Glide® Special,,,,,,9.593,,Milwaukee-Eight® 114,,,31,,,,,130/60B19 61H,,Touring,,,,,,2-1-2 dual exhaust with tapered mufflers,3250,J1349,,,,2.5 cu ft,,,,,,"Infotainment System: Boom!™ Box GTS | Type: Full Color TFT | Watts Per Channel: 25 | Speakers: 2 | Speaker Size: 5.25 inch BOOM standard | Headset Specifications (if Equipped): 16-64 Ohms | Am: Standard | Fm: Standard | Weather Band (Wb): Standard | Sd Card, Flash Drive and Mp3 - via Usb Connection: Supported | Siriusxm Presets: 20 - P&a Upgrade | hands-free Mobile Phone - via Bluetooth: Standard | Vehicle Information Screen (Air Temperature, Oil Pressure and Eitms): Standard | Usb: Usb/mtp/ipod/iphone | Bluetooth: Phone/media Supported","$28,099 | W/Black Finish: $28,999",,,64 in.,,,,,,,,,,,,,,,,4.016 in.,,,"$28,299 | W/Black Finish: $29,199",,,,,,"$27,599 | W/Black Finish: $28,499",Gloss Black Prodigy,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHXS - Street Glide® Special,"$29,995 ",790,4.9 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.5:1,,,26.1 in.,,,,32,,2.875,180/55B18 80H,,,Motorcycle / Scooter,1HD1KRP14MB644093,4.938,,,6.65,,,,,,,,,,,6.8 in.,5.2 qt.,,95.5 in.,,,,"Gauges styled to complement each vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,827 lb.,,,,45 mpg,,,,,,,,3.407,,,,,4,,,Gloss Black Prodigy,,,4.5 in.,118 ft-lb,,792 lb.,,,U644093WF,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"High beam, running lights, directional lights, low oil pressure, neutral, engine diagnostics, battery, cruise control, accessory, security system, gear indication, low fuel warning, ABS, miles to empty display, fog/aux lamp indicator",,,,,,,,"$27,099 | W/Black Finish: $27,999",,,Harley-Davidson®,,,$435 ,114 cu in,,Pre-owned,,,,,,Grand American Touring,,FLHXS - Street Glide® Special,,,,,,9.593,,Milwaukee-Eight® 114,,,31,,,,,130/60B19 61H,,Touring,,,,,,2-1-2 dual exhaust with tapered mufflers,3250,J1349,,,,2.5 cu ft,,,,,,"Infotainment System: Boom!™ Box GTS | Type: Full Color TFT | Watts Per Channel: 25 | Speakers: 2 | Speaker Size: 5.25 inch BOOM standard | Headset Specifications (if Equipped): 16-64 Ohms | Am: Standard | Fm: Standard | Weather Band (Wb): Standard | Sd Card, Flash Drive and Mp3 - via Usb Connection: Supported | Siriusxm Presets: 20 - P&a Upgrade | hands-free Mobile Phone - via Bluetooth: Standard | Vehicle Information Screen (Air Temperature, Oil Pressure and Eitms): Standard | Usb: Usb/mtp/ipod/iphone | Bluetooth: Phone/media Supported","$28,099 | W/Black Finish: $28,999",,,64 in.,,,,,,,,,,,,,,,,4.016 in.,,,"$28,299 | W/Black Finish: $29,199",,,,,,"$27,599 | W/Black Finish: $28,499",Gloss Black Prodigy,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Harley-Davidson® FLHXS - Street Glide® Special,"$29,999 ",5830,4.9 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.5:1,,,26.1 in.,,,,32,,2.875,180/55B18 80H,,,Motorcycle / Scooter,1HD1KRP15MB631871,4.938,,,6.65,,,,,,,,,,,6.8 in.,5.2 qt.,,95.5 in.,,,,"Gauges styled to complement each vehicle. Display features odometer, trip A, trip B, range to empty and gear indicator; and larger tell-tale indicators.",,,,2021,,,,,,,,,,Standard,827 lb.,,,,45 mpg,,,,,,,,3.407,,,,,4,,,Gloss Black Prodigy,,,4.5 in.,118 ft-lb,,792 lb.,,,U631871WB,6 gal.,,,,"Chain, 34/46 ratio",,26,,,,,,$200 ,"High beam, running lights, directional lights, low oil pressure, neutral, engine diagnostics, battery, cruise control, accessory, security system, gear indication, low fuel warning, ABS, miles to empty display, fog/aux lamp indicator",,,,,,,,"$27,099 | W/Black Finish: $27,999",,,Harley-Davidson®,,,$435 ,114 cu in,,Pre-owned,,,,,,Grand American Touring,,FLHXS - Street Glide® Special,,,,,,9.593,,Milwaukee-Eight® 114,,,31,,,,,130/60B19 61H,,Touring,,,,,,2-1-2 dual exhaust with tapered mufflers,3250,J1349,,,,2.5 cu ft,,,,,,"Infotainment System: Boom!™ Box GTS | Type: Full Color TFT | Watts Per Channel: 25 | Speakers: 2 | Speaker Size: 5.25 inch BOOM standard | Headset Specifications (if Equipped): 16-64 Ohms | Am: Standard | Fm: Standard | Weather Band (Wb): Standard | Sd Card, Flash Drive and Mp3 - via Usb Connection: Supported | Siriusxm Presets: 20 - P&a Upgrade | hands-free Mobile Phone - via Bluetooth: Standard | Vehicle Information Screen (Air Temperature, Oil Pressure and Eitms): Standard | Usb: Usb/mtp/ipod/iphone | Bluetooth: Phone/media Supported","$28,099 | W/Black Finish: $28,999",,,64 in.,,,,,,,,,,,,,,,,4.016 in.,,,"$28,299 | W/Black Finish: $29,199",,,,,,"$27,599 | W/Black Finish: $28,499",Gloss Black Prodigy,"32 mm, 4-piston fixed front and rear",Standard,,,,,,Standard,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
